country,lon,lat,population
Belarus,27.98135261544803,53.50634479481114,9466856.0
Ukraine,31.229122070266495,49.14882260840351,44385155.0
Poland,19.31101430844868,52.14826021933187,37970874.0
Austria,14.076158884337072,47.6139487927463,8877067.0
Hungary,19.357628627745918,47.19995117195427,9769949.0
Moldova,28.41048279080328,47.20367642606752,2657637.0
Romania,24.943252494635377,45.857101035738005,19356544.0
Lithuania,23.88064027584349,55.284319484766066,2786844.0
Latvia,24.833296149803438,56.80717513427924,1912789.0
Estonia,25.824725613026608,58.643695426630906,1326590.0
Germany,10.288485092742851,51.13372269040778,83132799.0
Bulgaria,25.19511095327711,42.7531187620217,6975761.0
Greece,22.719813447095053,39.066715899713955,10716322.0
Turkey,35.116900150938406,39.06837194061471,83429615.0
Albania,20.03242643144321,41.141353306048785,2854191.0
Croatia,16.566189771645533,45.01623399593114,4067500.0
Switzerland,8.118300613385486,46.79173768366762,8574832.0
Luxembourg,5.965223432343999,49.76570507415103,619896.0
Belgium,4.580834113854935,50.65244095902296,11484055.0
Netherlands,5.512217100965399,52.298700374441786,17332850.0
Portugal,-8.055765588295687,39.63404977497817,10269417.0
Spain,-3.6170206023873743,40.348656106226734,47076781.0
Ireland,-8.010236544877012,53.18059120995006,4941444.0
New Caledonia,165.53447460087543,-21.26135761252651,287800.0
Solomon Is.,159.9666154474296,-8.852497470848528,669823.0
New Zealand,172.70192594405574,-41.662578757158684,4917000.0
Australia,134.50277547536595,-25.730654779726077,25364307.0
Sri Lanka,80.66723574931648,7.700534417248105,21803000.0
China,103.88361230063249,36.555066531858685,1397715000.0
Taiwan,120.97480073748623,23.740964979784938,23568378.0
Italy,12.140788372235871,42.751183052964265,60297396.0
Denmark,9.876372937675002,56.06393446179454,5818553.0
United Kingdom,-2.8531353951805545,53.91477348053706,66834405.0
Iceland,-18.761028770831768,65.07427633529105,361313.0
Azerbaijan,47.553909558006055,40.22069054766167,10023318.0
Georgia,43.48154265409026,42.16201501415301,3720382.0
Philippines,122.90267236988682,11.763799362297663,108116615.0
Malaysia,109.6981484486297,3.7255884257737155,31949777.0
Brunei,114.91510877393951,4.690250542520635,433285.0
Slovenia,14.938152320795732,46.12542205901039,2087946.0
Finland,26.211764610296353,64.50409403963651,5520314.0
Slovakia,19.507657147433708,48.7267113517275,5454073.0
Czechia,15.334558102365815,49.775245294369,10669709.0
Eritrea,38.67818692786484,15.427276751412931,6081196.0
Japan,138.06496213270776,37.66311081170466,126264931.0
Paraguay,-58.387387833505706,-23.248041946292087,7044636.0
Yemen,47.535044758543485,15.913231950143004,29161922.0
Saudi Arabia,44.51636376826477,24.123289839105293,34268528.0
Antarctica,20.571000569842635,-80.49198288284343,4490.0
N. Cyprus,33.5582859592249,35.273957681259716,326000.0
Cyprus,33.03955380295407,34.90706085094344,1198575.0
Morocco,-8.420479544549693,29.885394698302058,36471769.0
Egypt,29.844461513124415,26.50661999974957,100388073.0
Libya,17.974352779160352,26.997460407020338,6777452.0
Ethiopia,39.551255792937745,8.653999188132575,112078730.0
Djibouti,42.4980197360445,11.773044395533926,973560.0
Somaliland,46.23074953490769,9.757971805222988,5096159.0
Uganda,32.35755031998686,1.2954855035097297,44269594.0
Rwanda,29.91896392224289,-2.0135144658341346,12626950.0
Bosnia and Herz.,17.816883270390086,44.1807677629747,3301000.0
North Macedonia,21.697903375280845,41.60592964714007,2083459.0
Serbia,20.819651926382583,44.23303653365162,6944975.0
Montenegro,19.2861817215929,42.78903960655908,622137.0
Kosovo,20.895355721342227,42.579367131816994,1794248.0
Trinidad and Tobago,-61.33036691444967,10.428237089201879,1394973.0
S. Sudan,30.198617582461907,7.292890133516845,11062113.0
